,geometry,cartodb_id,objectid,dc_dist,psa,dispatch_date_time,dispatch_date,dispatch_time,hour_,dc_key,location_block,ucr_general,text_general_code,point_x,point_y
3051,POINT (-75.146688 39.991131),401341,395256,26,1,2019-06-23T07:41:00Z,2019-06-23,07:41:00,7,201926025985,900 BLOCK W HUNTINGDON ST,400,Aggravated Assault No Firearm,-75.14668835,39.99113127
3052,POINT (-75.211731 39.97257),401815,396523,16,2,2019-05-14T00:54:00Z,2019-05-14,00:54:00,0,201916021704,1000 BLOCK BELMONT AVE,400,Aggravated Assault No Firearm,-75.21173142,39.97257022
3053,POINT (-75.243444 39.964301),402057,393622,19,2,2019-05-02T05:48:00Z,2019-05-02,05:48:00,5,201919036763,100 BLOCK N ROBINSON ST,400,Aggravated Assault No Firearm,-75.24344432,39.9643007
3054,POINT (-75.166729 39.985358),402058,393623,22,1,2019-06-29T23:11:00Z,2019-06-29,23:11:00,23,201922055821,2000 BLOCK N WOODSTOCK ST,400,Aggravated Assault No Firearm,-75.16672946,39.98535783
3055,POINT (-75.166729 39.985358),402059,393624,22,1,2019-07-12T11:44:00Z,2019-07-12,11:44:00,11,201922059950,2000 BLOCK N WOODSTOCK ST,400,Aggravated Assault No Firearm,-75.16672946,39.98535783
3056,POINT (-75.23499700000001 39.984978),401029,396906,19,3,2019-03-27T09:25:00Z,2019-03-27,09:25:00,9,201919024668,5600 BLOCK W BERKS ST,400,Aggravated Assault No Firearm,-75.23499689,39.98497798
3057,POINT (-75.24358599999999 39.961341),401592,392754,18,1,2019-08-15T10:20:00Z,2019-08-15,10:20:00,10,201918073157,6100 BLOCK LUDLOW ST,400,Aggravated Assault No Firearm,-75.24358576,39.96134106
3058,POINT (-75.179157 40.078673),401620,393173,14,4,2019-08-08T07:56:00Z,2019-08-08,07:56:00,7,201914072564,8500 BLOCK FORREST AVE,400,Aggravated Assault No Firearm,-75.17915669,40.07867343
3059,POINT (-75.15942099999999 40.018739),402496,394060,39,2,2019-12-02T15:06:00Z,2019-12-02,15:06:00,15,201939102989,2000 BLOCK ROWAN ST,400,Aggravated Assault No Firearm,-75.15942077,40.01873922
3060,POINT (-75.165848 39.953616),401545,391929,9,2,2019-11-14T16:17:00Z,2019-11-14,16:17:00,16,201909048018,1500 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16584819,39.95361588
3061,POINT (-75.14167999999999 40.010919),401755,395285,25,1,2019-02-15T23:01:00Z,2019-02-15,23:01:00,23,201925012881,3800 BLOCK N DARIEN ST,400,Aggravated Assault Firearm,-75.14168034,40.01091922
3062,POINT (-75.165848 39.953616),401963,391961,9,2,2019-10-12T18:25:00Z,2019-10-12,18:25:00,18,201909042865,1500 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16584819,39.95361588
3063,POINT (-75.165848 39.953616),401979,392370,9,2,2019-02-26T06:00:00Z,2019-02-26,06:00:00,6,201909007992,1500 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16584819,39.95361588
3064,POINT (-75.078183 40.022485),402268,396983,15,1,2019-11-28T23:44:00Z,2019-11-28,23:44:00,23,201915124058,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault Firearm,-75.07818273,40.02248548
3065,POINT (-75.078183 40.022485),402277,396992,15,1,2019-09-28T20:01:00Z,2019-09-28,20:01:00,20,201915100332,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault No Firearm,-75.07818273,40.02248548
3066,POINT (-75.078183 40.022485),402278,396993,15,1,2019-10-09T15:24:00Z,2019-10-09,15:24:00,15,201915104701,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault Firearm,-75.07818273,40.02248548
3067,POINT (-75.16202800000001 39.950597),402630,396172,6,3,2019-05-09T10:35:00Z,2019-05-09,10:35:00,10,201906021447,1300 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.16202798,39.95059682
3068,POINT (-75.22503 39.960111),402750,391583,19,2,2019-05-08T21:41:00Z,2019-05-08,21:41:00,21,201919039139,5200 BLOCK MARKET ST,400,Aggravated Assault No Firearm,-75.22502994,39.96011148
3069,POINT (-75.14051000000001 39.992251),402757,391590,25,4,2019-12-04T18:10:00Z,2019-12-04,18:10:00,18,201925098127,500 BLOCK W LEHIGH AVE,400,Aggravated Assault No Firearm,-75.14050977,39.9922512
3070,POINT (-75.234129 39.965814),402944,394512,19,2,2019-08-07T07:12:00Z,2019-08-07,07:12:00,7,201919069054,5700 BLOCK VINE ST,400,Aggravated Assault No Firearm,-75.23412895,39.96581442
3071,POINT (-75.234129 39.965814),402946,394514,19,2,2019-09-15T20:21:00Z,2019-09-15,20:21:00,20,201919081817,5700 BLOCK VINE ST,400,Aggravated Assault No Firearm,-75.23412895,39.96581442
3072,POINT (-75.236784 39.953485),401789,396104,18,1,2019-08-25T22:46:00Z,2019-08-25,22:46:00,22,201918077005,400 BLOCK S 57TH ST,400,Aggravated Assault No Firearm,-75.23678442,39.95348497
3073,POINT (-75.17107300000001 39.987281),401988,392379,22,2,2019-09-08T02:09:00Z,2019-09-08,02:09:00,2,201922079509,2300 BLOCK EDGLEY ST,400,Aggravated Assault No Firearm,-75.17107321,39.98728126
3074,POINT (-75.16202800000001 39.950597),402210,396140,6,3,2019-09-26T15:39:00Z,2019-09-26,15:39:00,15,201906049421,1300 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.16202798,39.95059682
3075,POINT (-75.157865 39.950077),402462,393638,6,3,2019-05-18T15:43:00Z,2019-05-18,15:43:00,15,201906023037,1000 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.15786467,39.95007701
3076,POINT (-75.078183 40.022485),402669,396995,15,1,2019-10-10T13:34:00Z,2019-10-10,13:34:00,13,201915104952,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault No Firearm,-75.07818273,40.02248548
3077,POINT (-75.16202800000001 39.950597),402600,395749,6,3,2019-08-05T20:45:00Z,2019-08-05,20:45:00,20,201906039077,1300 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.16202798,39.95059682
3078,POINT (-75.16202800000001 39.950597),402601,395750,6,3,2019-08-19T23:25:00Z,2019-08-19,23:25:00,23,201906041810,1300 BLOCK CHESTNUT ST,400,Aggravated Assault No Firearm,-75.16202798,39.95059682
3079,POINT (-75.14051000000001 39.992251),402762,391595,25,4,2019-11-11T15:34:00Z,2019-11-11,15:34:00,15,201925091786,500 BLOCK W LEHIGH AVE,400,Aggravated Assault Firearm,-75.14050977,39.9922512
3080,POINT (-75.055987 40.043496),402920,394097,2,3,2019-03-30T13:44:00Z,2019-03-30,13:44:00,13,201902017310,7200 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault No Firearm,-75.05598682,40.04349572
3081,POINT (-75.113069 39.99628),402979,395347,24,1,2019-03-30T09:36:00Z,2019-03-30,09:36:00,9,201924027063,1800 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,-75.11306902,39.99628003
3082,POINT (-75.13854499999999 39.999976),403327,394115,25,4,2019-10-19T00:25:00Z,2019-10-19,00:25:00,0,201925084624,3200 BLOCK N 5TH ST,400,Aggravated Assault Firearm,-75.13854458,39.99997563
3083,POINT (-75.229448 39.935026),402838,392838,12,4,2019-07-08T17:51:00Z,2019-07-08,17:51:00,17,201912056358,5800 BLOCK CHESTER AVE,400,Aggravated Assault No Firearm,-75.22944826,39.93502555
3084,POINT (-75.13147600000001 39.986649),402867,393259,26,3,2019-08-22T09:18:00Z,2019-08-22,09:18:00,9,201926035782,2400 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,-75.13147565,39.98664903
3085,POINT (-75.13147600000001 39.986649),402868,393260,26,1,2019-08-31T14:29:00Z,2019-08-31,14:29:00,14,201926037348,2400 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,-75.13147565,39.98664903
3086,POINT (-75.055987 40.043496),403305,393703,2,3,2019-03-30T14:46:00Z,2019-03-30,14:46:00,14,201902017312,7200 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault No Firearm,-75.05598682,40.04349572
3087,POINT (-75.17911100000001 39.987053),403523,390807,22,2,2019-09-22T00:25:00Z,2019-09-22,00:25:00,0,201922084287,2800 BLOCK W SEDGLEY AVE,400,Aggravated Assault Firearm,-75.17911136,39.98705348
3088,POINT (-75.163895 39.953328),403218,392438,9,2,2019-09-19T13:53:00Z,2019-09-19,13:53:00,13,201909039042,1400 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16389542,39.9533282
3089,POINT (-75.163895 39.953328),403225,392445,9,2,2019-07-08T16:45:00Z,2019-07-08,16:45:00,16,201909027276,1400 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16389542,39.9533282
3090,POINT (-75.163895 39.953328),403227,392447,9,2,2019-07-09T21:47:00Z,2019-07-09,21:47:00,21,201909027492,1400 BLOCK JOHN F KENNEDY BLVD,400,Aggravated Assault No Firearm,-75.16389542,39.9533282
3091,POINT (-75.198824 39.966544),403420,395791,16,1,2019-06-16T21:48:00Z,2019-06-16,21:48:00,21,201916028805,3800 BLOCK ASPEN ST,400,Aggravated Assault Firearm,-75.19882417,39.96654446
3092,POINT (-75.11828800000001 39.996892),403428,395799,24,2,2019-04-28T17:23:00Z,2019-04-28,17:23:00,17,201924037250,600 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,-75.11828843,39.99689198
3093,POINT (-75.11828800000001 39.996892),403429,395800,24,2,2019-12-28T14:05:00Z,2019-12-28,14:05:00,14,201924124888,600 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,-75.11828843,39.99689198
3094,POINT (-75.171718 39.980239),403419,395790,22,4,2019-07-21T12:34:00Z,2019-07-21,12:34:00,12,201922062859,2200 BLOCK RIDGE AVE,400,Aggravated Assault No Firearm,-75.17171777,39.98023889
3095,POINT (-75.229448 39.935026),403650,392872,12,4,2019-06-26T16:12:00Z,2019-06-26,16:12:00,16,201912052685,5800 BLOCK CHESTER AVE,400,Aggravated Assault No Firearm,-75.22944826,39.93502555
3096,POINT (-75.229448 39.935026),403651,392873,12,4,2019-07-07T23:46:00Z,2019-07-07,23:46:00,23,201912056141,5800 BLOCK CHESTER AVE,400,Aggravated Assault No Firearm,-75.22944826,39.93502555
3097,POINT (-75.13854499999999 39.999976),403747,394145,25,4,2019-01-01T01:23:00Z,2019-01-01,01:23:00,1,201925000035,3200 BLOCK N 5TH ST,400,Aggravated Assault No Firearm,-75.13854458,39.99997563
3098,POINT (-75.14309 39.923056),403763,394553,3,2,2019-06-17T11:21:00Z,2019-06-17,11:21:00,11,201903041141,1600 BLOCK S CHRISTOPHER COLUMBUS BLVD,400,Aggravated Assault No Firearm,-75.14309019,39.92305556
3099,POINT (-75.198086 39.964758),404967,387162,16,1,2019-10-07T02:12:00Z,2019-10-07,02:12:00,2,201916049775,3800 BLOCK WALLACE ST,400,Aggravated Assault No Firearm,-75.19808635,39.96475798
3100,POINT (-75.078183 40.022485),404741,390066,15,1,2019-01-24T08:02:00Z,2019-01-24,08:02:00,8,201915006949,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault No Firearm,-75.07818273,40.02248548
3101,POINT (-75.11132000000001 39.994624),404517,386325,24,1,2019-05-12T21:08:00Z,2019-05-12,21:08:00,21,201924042518,1900 BLOCK E ALLEGHENY AVE,400,Aggravated Assault No Firearm,-75.11132014,39.99462382
3102,POINT (-75.16250700000001 39.988645),404518,386326,22,1,2019-10-15T07:04:00Z,2019-10-15,07:04:00,7,201922092361,2200 BLOCK N 18TH ST,400,Aggravated Assault No Firearm,-75.16250672,39.98864473
3103,POINT (-75.166641 39.948441),405108,389262,9,1,2019-08-28T07:57:00Z,2019-08-28,07:57:00,7,201909035273,1500 BLOCK LOCUST ST,400,Aggravated Assault No Firearm,-75.16664103,39.94844143
3104,POINT (-75.166641 39.948441),405109,389263,9,1,2019-08-28T10:12:00Z,2019-08-28,10:12:00,10,201909035290,1500 BLOCK LOCUST ST,400,Aggravated Assault No Firearm,-75.16664103,39.94844143
3105,POINT (-75.233295 39.976899),404030,385054,19,3,2019-01-17T17:12:00Z,2019-01-17,17:12:00,17,201919005149,5500 BLOCK LANSDOWNE AVE,400,Aggravated Assault No Firearm,-75.23329506,39.97689903
3106,POINT (-75.115506 39.995409),404319,390030,24,2,2019-05-22T10:14:00Z,2019-05-22,10:14:00,10,201924045992,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault Firearm,-75.11550576,39.99540905
3107,POINT (-75.115506 39.995409),404322,390033,24,2,2019-11-06T09:52:00Z,2019-11-06,09:52:00,9,201924109397,3100 BLOCK KENSINGTON AVE,400,Aggravated Assault No Firearm,-75.11550576,39.99540905
3108,POINT (-75.11370100000001 40.032583),404561,387144,35,2,2019-05-03T09:03:00Z,2019-05-03,09:03:00,9,201935039075,500 BLOCK E CLARKSON AVE,400,Aggravated Assault No Firearm,-75.11370092,40.03258289
3109,POINT (-75.100844 40.047796),404578,387548,2,2,2019-03-26T07:47:00Z,2019-03-26,07:47:00,7,201902016368,300 BLOCK STEVENS ST,400,Aggravated Assault Firearm,-75.10084429,40.04779597
3110,POINT (-75.08704 39.986109),405306,385948,24,1,2019-06-21T18:01:00Z,2019-06-21,18:01:00,18,201924057649,2900 BLOCK CASTOR AVE,400,Aggravated Assault No Firearm,-75.0870396,39.9861095
3111,POINT (-75.143401 40.031266),404002,384637,35,2,2019-05-01T14:24:00Z,2019-05-01,14:24:00,14,201935038417,5100 BLOCK N CAMAC ST,400,Aggravated Assault No Firearm,-75.14340056,40.03126618
3112,POINT (-75.12987099999999 39.999828),404638,388407,25,3,2019-03-02T12:29:00Z,2019-03-02,12:29:00,12,201925016879,3200 BLOCK N HOWARD ST,400,Aggravated Assault No Firearm,-75.12987061,39.99982849
3113,POINT (-75.127888 39.995171),404646,388415,24,2,2019-05-21T12:10:00Z,2019-05-21,12:10:00,12,201924045616,200 BLOCK E INDIANA AVE,400,Aggravated Assault Firearm,-75.12788847,39.99517096
3114,POINT (-75.15507599999999 40.055156),405091,388859,14,1,2019-09-12T12:13:00Z,2019-09-12,12:13:00,12,201914085134,6600 BLOCK N 21ST ST,400,Aggravated Assault No Firearm,-75.15507614,40.05515554
3115,POINT (-75.078183 40.022485),405139,389680,15,1,2019-01-24T01:28:00Z,2019-01-24,01:28:00,1,201915006922,5200 BLOCK FRANKFORD AVE,400,Aggravated Assault No Firearm,-75.07818273,40.02248548
3116,POINT (-75.131207 39.994303),406389,389764,25,3,2019-12-14T08:43:00Z,2019-12-14,08:43:00,8,201925100699,2900 BLOCK N HOWARD ST,400,Aggravated Assault No Firearm,-75.13120696,39.99430264
3117,POINT (-75.12288700000001 39.99396),405906,388897,24,2,2019-10-26T12:47:00Z,2019-10-26,12:47:00,12,201924105646,400 BLOCK HART LN,400,Aggravated Assault Firearm,-75.12288665,39.99396031
3118,POINT (-75.15825700000001 39.955682),406070,384762,6,2,2019-06-27T01:34:00Z,2019-06-27,01:34:00,1,201906030789,200 BLOCK N MARVINE ST,400,Aggravated Assault No Firearm,-75.15825673,39.95568161
3119,POINT (-75.117622 39.995375),406335,388937,24,2,2019-05-29T21:13:00Z,2019-05-29,21:13:00,21,201924048889,700 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,-75.11762189,39.99537529
3120,POINT (-75.117622 39.995375),406336,388938,24,1,2019-09-01T02:45:00Z,2019-09-01,02:45:00,2,201924085810,700 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,-75.11762189,39.99537529
3121,POINT (-75.128747 39.99648),405949,389324,24,2,2019-05-01T08:32:00Z,2019-05-01,08:32:00,8,201924038223,3000 BLOCK N WATER ST,400,Aggravated Assault Firearm,-75.12874729,39.9964797
3122,POINT (-75.13529200000001 40.043319),406264,388089,35,1,2019-01-01T23:28:00Z,2019-01-01,23:28:00,23,201935000246,900 BLOCK W CHAMPLOST AVE,400,Aggravated Assault No Firearm,-75.13529175,40.04331902
3123,POINT (-75.044681 40.026223),406666,387688,15,3,2019-02-17T18:47:00Z,2019-02-17,18:47:00,18,201915014901,6800 BLOCK MARSDEN ST,400,Aggravated Assault Firearm,-75.04468113,40.02622307
3124,POINT (-75.100525 40.02912),406677,388112,2,1,2019-11-02T21:32:00Z,2019-11-02,21:32:00,21,201902061273,4600 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault Firearm,-75.10052534,40.02911955
3125,POINT (-75.100525 40.02912),406678,388113,2,1,2019-11-02T21:32:00Z,2019-11-02,21:32:00,21,201902061274,4600 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault Firearm,-75.10052534,40.02911955
3126,POINT (-75.169169 40.006451),405625,384320,39,3,2019-03-12T15:47:00Z,2019-03-12,15:47:00,15,201939021139,2400 BLOCK W WESTMORELAND ST,400,Aggravated Assault No Firearm,-75.169169,40.00645145
3127,POINT (-75.19180299999999 39.965187),405655,384736,16,1,2019-07-14T17:04:00Z,2019-07-14,17:04:00,17,201916033958,600 BLOCK N 34TH ST,400,Aggravated Assault No Firearm,-75.19180283,39.96518732
3128,POINT (-75.151188 40.009886),405959,389723,39,2,2019-02-05T01:32:00Z,2019-02-05,01:32:00,1,201939010905,3700 BLOCK N BROAD ST,400,Aggravated Assault Firearm,-75.15118813,40.00988624
3129,POINT (-75.145983 40.039146),405974,389738,35,3,2019-11-12T14:27:00Z,2019-11-12,14:27:00,14,201935102975,1400 BLOCK W OLNEY AVE,400,Aggravated Assault No Firearm,-75.14598307,40.0391462
3130,POINT (-75.16878 39.995115),405975,389739,22,2,2019-09-30T17:45:00Z,2019-09-30,17:45:00,17,201922087365,2200 BLOCK W OAKDALE ST,400,Aggravated Assault No Firearm,-75.16878009,39.99511499
3131,POINT (-75.10101899999999 39.983258),405981,390136,24,3,2019-03-17T07:13:00Z,2019-03-17,07:13:00,7,201924022783,3200 BLOCK RICHMOND ST,400,Aggravated Assault No Firearm,-75.10101865,39.98325847
3132,POINT (-75.10101899999999 39.983258),405982,390137,24,3,2019-08-11T02:14:00Z,2019-08-11,02:14:00,2,201924078358,3200 BLOCK RICHMOND ST,400,Aggravated Assault Firearm,-75.10101865,39.98325847
3133,POINT (-75.09666799999999 40.008251),405691,385553,24,1,2019-05-22T08:37:00Z,2019-05-22,08:37:00,8,201924045974,1500 BLOCK E LYCOMING ST,400,Aggravated Assault Firearm,-75.09666809,40.00825112
3134,POINT (-75.11492800000001 39.992236),405995,390150,24,2,2019-06-09T11:04:00Z,2019-06-09,11:04:00,11,201924052936,2000 BLOCK E ELKHART ST,400,Aggravated Assault Firearm,-75.11492821,39.99223575
3135,POINT (-75.100525 40.02912),406286,388111,2,1,2019-11-02T21:14:00Z,2019-11-02,21:14:00,21,201902061272,4600 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault Firearm,-75.10052534,40.02911955
3136,POINT (-75.129453 39.997398),406603,386849,24,2,2019-09-25T22:06:00Z,2019-09-25,22:06:00,22,201924094892,3100 BLOCK N FRONT ST,400,Aggravated Assault Firearm,-75.12945288,39.99739765
3137,POINT (-75.129453 39.997398),406604,386850,24,2,2019-09-25T23:58:00Z,2019-09-25,23:58:00,23,201924094910,3100 BLOCK N FRONT ST,400,Aggravated Assault Firearm,-75.12945288,39.99739765
3138,POINT (-75.129453 39.997398),406605,386851,24,2,2019-09-26T00:19:00Z,2019-09-26,00:19:00,0,201924094913,3100 BLOCK N FRONT ST,400,Aggravated Assault Firearm,-75.12945288,39.99739765
3139,POINT (-75.11957099999999 39.977077),406794,389782,26,3,2019-09-26T01:54:00Z,2019-09-26,01:54:00,1,201926041555,2500 BLOCK ARAMINGO AVE,400,Aggravated Assault No Firearm,-75.11957144,39.97707748
3140,POINT (-75.15365300000001 39.997308),407025,386886,25,4,2019-01-11T15:09:00Z,2019-01-11,15:09:00,15,201925002939,2900 BLOCK N BROAD ST,400,Aggravated Assault Firearm,-75.15365347,39.99730804
3141,POINT (-75.12345999999999 39.992175),406810,390189,24,2,2019-07-05T22:17:00Z,2019-07-05,22:17:00,22,201924063922,2800 BLOCK BOUDINOT ST,400,Aggravated Assault No Firearm,-75.12346019,39.99217465
3142,POINT (-75.117622 39.995375),407144,388970,24,2,2019-04-10T02:13:00Z,2019-04-10,02:13:00,2,201924030647,700 BLOCK E CLEARFIELD ST,400,Aggravated Assault No Firearm,-75.11762189,39.99537529
3143,POINT (-75.100525 40.02912),407099,388147,2,1,2019-11-02T20:38:00Z,2019-11-02,20:38:00,20,201902061271,4600 BLOCK E ROOSEVELT BLVD,400,Aggravated Assault Firearm,-75.10052534,40.02911955
3144,POINT (-75.150414 40.05792),407292,384435,14,1,2019-01-31T21:11:00Z,2019-01-31,21:11:00,21,201914010108,6800 BLOCK WYNCOTE AVE,400,Aggravated Assault No Firearm,-75.15041374,40.05791991
3145,POINT (-75.226428 39.924879),407388,386091,12,3,2019-08-25T23:12:00Z,2019-08-25,23:12:00,23,201912073225,S 62ND ST / ELMWOOD AVE,400,Aggravated Assault No Firearm,-75.22642763,39.92487949
3146,POINT (-75.226428 39.924879),407393,386096,12,3,2019-03-16T02:17:00Z,2019-03-16,02:17:00,2,201912020519,6200 BLOCK ELMWOOD AVE,400,Aggravated Assault Firearm,-75.22642763,39.92487949
3147,POINT (-75.155598 39.98691),407324,385246,22,1,2019-05-08T15:24:00Z,2019-05-08,15:24:00,15,201922038159,2200 BLOCK N BROAD ST,400,Aggravated Assault No Firearm,-75.15559824,39.98690952
3148,POINT (-75.226212 39.95682),407370,386073,18,2,2019-12-05T23:01:00Z,2019-12-05,23:01:00,23,201918111798,5200 BLOCK WALNUT ST,400,Aggravated Assault No Firearm,-75.22621221,39.9568201
3149,POINT (-75.108447 39.986552),409834,385820,24,3,2019-09-22T00:28:00Z,2019-09-22,00:28:00,0,201924093401,2400 BLOCK E CLEARFIELD ST,400,Aggravated Assault Firearm,-75.10844734,39.98655188
3150,POINT (-75.16282 40.044178),407514,388178,14,2,2019-11-12T02:42:00Z,2019-11-12,02:42:00,2,201914103445,5600 BLOCK CHEW AVE,400,Aggravated Assault Firearm,-75.16281996,40.04417807
3151,POINT (-75.13421200000001 39.965416),409422,385796,26,3,2019-01-27T00:28:00Z,2019-01-27,00:28:00,0,201926003669,100 BLOCK E ALLEN ST,400,Aggravated Assault Firearm,-75.13421215,39.96541604
3152,POINT (-75.227825 39.947704),407438,386915,12,4,2019-06-29T01:39:00Z,2019-06-29,01:39:00,1,201912053527,5200 BLOCK BALTIMORE AVE,400,Aggravated Assault No Firearm,-75.22782452,39.94770405
3153,POINT (-75.227825 39.947704),407439,386916,12,4,2019-06-29T04:20:00Z,2019-06-29,04:20:00,4,201912053568,S 52ND ST / BALTIMORE AV,400,Aggravated Assault No Firearm,-75.22782452,39.94770405
3154,POINT (-75.17111800000001 39.994454),407768,385696,22,2,2019-10-29T21:18:00Z,2019-10-29,21:18:00,21,201922097005,24TH/HUNTINGDON ST,400,Aggravated Assault Firearm,-75.17111787,39.99445353
3155,POINT (-75.223393 39.968285),408394,389061,16,2,2019-02-18T13:00:00Z,2019-02-18,13:00:00,13,201916007068,5100 BLOCK WESTMINSTER AVE,400,Aggravated Assault No Firearm,-75.2233933,39.96828515
3156,POINT (-75.114942 39.989282),408652,386581,24,2,2019-11-21T17:14:00Z,2019-11-21,17:14:00,17,201924114493,2100 BLOCK BELLMORE ST,400,Aggravated Assault No Firearm,-75.11494166,39.98928154
3157,POINT (-75.045322 40.026799),409384,384976,15,3,2019-07-16T22:43:00Z,2019-07-16,22:43:00,22,201915071833,6800 BLOCK DITMAN ST,400,Aggravated Assault Firearm,-75.0453217,40.02679916
3158,POINT (-75.043324 40.040315),409398,385382,15,3,2019-03-05T21:21:00Z,2019-03-05,21:21:00,21,201915020308,3300 BLOCK RYAN AVE,400,Aggravated Assault No Firearm,-75.04332383,40.04031497
3159,POINT (-75.167777 40.025392),409952,387488,39,1,2019-08-01T09:29:00Z,2019-08-01,09:29:00,9,201939066074,5000 BLOCK WAYNE AVE,400,Aggravated Assault No Firearm,-75.16777677,40.02539235
3160,POINT (-75.17674100000001 39.938996),410427,427966,17,1,2019-01-18T17:40:00Z,2019-01-18,17:40:00,17,201917002595,2000 BLOCK WASHINGTON AVE,400,Aggravated Assault No Firearm,-75.17674121,39.93899572
3161,POINT (-75.186612 40.005884),410447,427986,39,1,2019-04-03T08:03:00Z,2019-04-03,08:03:00,8,201939027366,3500 BLOCK W ALLEGHENY AVE,400,Aggravated Assault No Firearm,-75.18661192,40.00588398
3162,POINT (-75.084301 40.032706),408564,385330,2,1,2019-06-23T22:10:00Z,2019-06-23,22:10:00,22,201902035171,5800 BLOCK CASTOR AVE,400,Aggravated Assault No Firearm,-75.0843011,40.03270607
3163,POINT (-75.17893100000001 40.010835),409084,387011,39,1,2019-07-28T10:44:00Z,2019-07-28,10:44:00,10,201939064619,3100 BLOCK BERKELEY DR,400,Aggravated Assault Firearm,-75.17893065,40.01083541
3164,POINT (-75.12707899999999 39.989045),409528,387452,26,3,2019-10-16T13:48:26Z,2019-10-16,13:48:26,13,201926044895,2600 BLOCK KENSINGTON AV,400,Aggravated Assault Firearm,-75.12707877,39.98904493
3165,POINT (-75.22422299999999 39.935254),409742,384170,12,3,2019-10-02T23:46:00Z,2019-10-02,23:46:00,23,201912086324,2000 BLOCK S FRAZIER ST,400,Aggravated Assault No Firearm,-75.22422337,39.93525405
3166,POINT (-75.127872 40.024344),409841,385827,25,2,2019-06-19T13:24:00Z,2019-06-19,13:24:00,13,201925050159,4800 BLOCK N 2ND ST,400,Aggravated Assault Firearm,-75.1278716,40.02434429
3167,POINT (-75.146788 40.033861),410205,385018,35,3,2019-05-20T02:10:00Z,2019-05-20,02:10:00,2,201935044278,5300 BLOCK N CARLISLE ST,400,Aggravated Assault Firearm,-75.14678803,40.03386079
3168,POINT (-75.185802 39.929937),410337,387095,1,1,2019-03-14T22:02:00Z,2019-03-14,22:02:00,22,201901010042,1800 BLOCK S RINGGOLD ST,400,Aggravated Assault Firearm,-75.1858023,39.9299374
3169,POINT (-75.15541399999999 40.053073),408239,386556,35,3,2019-07-31T23:05:00Z,2019-07-31,23:05:00,23,201935070313,2100 BLOCK W 65TH AVE,400,Aggravated Assault No Firearm,-75.15541384,40.05307273
3170,POINT (-75.178371 40.081964),408500,384099,14,4,2019-02-07T09:02:00Z,2019-02-07,09:02:00,9,201914012193,8600 BLOCK PROVIDENT ST,400,Aggravated Assault No Firearm,-75.17837116,40.08196372
3171,POINT (-75.178371 40.081964),408501,384100,14,4,2019-07-15T12:39:00Z,2019-07-15,12:39:00,12,201914064689,8600 BLOCK PROVIDENT ST,400,Aggravated Assault No Firearm,-75.17837116,40.08196372
3172,POINT (-75.170646 39.999312),408687,387391,39,3,2019-06-17T17:01:00Z,2019-06-17,17:01:00,17,201939050466,2900 BLOCK N RINGGOLD ST,400,Aggravated Assault Firearm,-75.17064566,39.99931207
3173,POINT (-75.225594 39.947718),408862,389916,18,2,2019-01-09T15:01:00Z,2019-01-09,15:01:00,15,201918001933,5100 BLOCK BALTIMORE AVE,400,Aggravated Assault No Firearm,-75.22559368,39.9477184
3174,POINT (-75.212603 39.997166),409064,386602,19,3,2019-01-07T20:25:00Z,2019-01-07,20:25:00,20,201919002017,4100 BLOCK EDGLEY AVE 102,400,Aggravated Assault Firearm,-75.21260282,39.9971663
3175,POINT (-75.107202 39.993815),409251,389524,24,3,2019-05-05T19:26:00Z,2019-05-05,19:26:00,19,201924039973,2000 BLOCK E WESTMORELAND ST,400,Aggravated Assault No Firearm,-75.10720238,39.99381535
