,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,LOGRECNO,geometry
10,11,42,101,014500,42101014500,145,Census Tract 145,G5020,S,321464,0,+39.9760715,-075.1484189,10475,"POLYGON ((-8365588.828258458 4862058.023741253, -8365534.040933527 4862049.422578689, -8365479.921697698 4862040.070636548, -8365399.403862404 4862026.470676361, -8365310.974272944 4862011.473763552, -8365223.930418618 4861996.611334755, -8365195.350228863 4862197.066843494, -8365165.7595264 4862404.151115637, -8365153.124942417 4862489.726919317, -8365135.818593316 4862612.086209566, -8365104.558451418 4862833.944935131, -8365191.580852107 4862849.088415271, -8365238.590986251 4862856.849731496, -8365279.789182846 4862863.422901289, -8365362.193124992 4862877.280751045, -8365449.736173709 4862892.109239058, -8365499.295859542 4862900.393594923, -8365558.640188957 4862910.709433793, -8365633.228769497 4862922.942356274, -8365692.241469009 4862932.620481275, -8365733.552974197 4862939.723804827, -8365757.512350445 4862797.406436678, -8365771.549225439 4862713.365665289, -8365786.389361822 4862622.468967228, -8365805.381265813 4862512.16117613, -8365839.981577973 4862305.461310213, -8365873.285395285 4862106.339121644, -8365798.911453105 4862094.036278784, -8365755.286095547 4862086.30503263, -8365703.055565499 4862077.701971174, -8365695.205254461 4862076.408961873, -8365588.828258458 4862058.023741253))"
11,12,42,101,014600,42101014600,146,Census Tract 146,G5020,S,445048,0,+39.9764305,-075.1546990,10476,"POLYGON ((-8365908.949717986 4862969.606760866, -8366083.875735742 4862999.030835546, -8366160.199912032 4863011.52781533, -8366259.473825086 4863028.399547878, -8366356.562091513 4863045.084748839, -8366420.465030619 4863055.691312057, -8366504.043372252 4863070.101735109, -8366541.093960936 4862849.964057637, -8366577.16084456 4862642.603321909, -8366575.85924462 4862633.256206537, -8366609.151365325 4862434.884421607, -8366637.682267218 4862236.190760587, -8366621.971275465 4862232.414460826, -8366396.520933663 4862194.901595223, -8366427.390409048 4862010.21388639, -8366356.833376801 4861998.533415243, -8366254.537319475 4861980.8641296, -8366151.560604623 4861963.946035057, -8366133.984901138 4861960.816829708, -8366078.872226184 4861951.765638305, -8365903.542444598 4861921.82715782, -8365885.157691302 4862036.099760132, -8365873.285395285 4862106.339121644, -8365839.981577973 4862305.461310213, -8365805.381265813 4862512.16117613, -8365786.389361822 4862622.468967228, -8365771.549225439 4862713.365665289, -8365757.512350445 4862797.406436678, -8365733.552974197 4862939.723804827, -8365821.710741286 4862955.343531862, -8365882.627766598 4862965.095127223, -8365908.949717986 4862969.606760866))"
12,13,42,101,014700,42101014700,147,Census Tract 147,G5020,S,337677,0,+39.9785489,-075.1620244,10477,"POLYGON ((-8366793.479488141 4862467.509294809, -8366713.63109969 4862453.836813277, -8366609.151365325 4862434.884421607, -8366575.85924462 4862633.256206537, -8366577.16084456 4862642.603321909, -8366541.093960936 4862849.964057637, -8366504.043372252 4863070.101735109, -8366628.187161578 4863090.847958975, -8366686.222573858 4863100.930032525, -8366773.696611146 4863114.786707831, -8366862.039764749 4863129.820351794, -8366949.189967273 4863143.749723653, -8367035.849200291 4863159.293022902, -8367124.52294622 4863174.50541416, -8367211.257149332 4863188.492904099, -8367299.075395091 4863204.019441069, -8367386.655315339 4863218.409606915, -8367424.422919129 4862996.166978245, -8367437.084563477 4862920.526971328, -8367446.654493514 4862860.832301268, -8367459.002980049 4862791.970433364, -8367492.637880739 4862584.08652401, -8367405.663395208 4862568.871492817, -8367317.371522286 4862553.744462807, -8367230.325107577 4862539.854437215, -8367143.364667773 4862525.143547051, -8367054.792172318 4862511.039429571, -8366968.074611339 4862494.791120241, -8366880.349439605 4862480.465500647, -8366793.479488141 4862467.509294809))"
13,14,42,101,014800,42101014800,148,Census Tract 148,G5020,S,191126,0,+39.9802047,-075.1691610,10478,"POLYGON ((-8368079.682530866 4862895.308889139, -8368021.495075589 4862885.511071183, -8367953.154532546 4862874.817062114, -8367918.440321565 4862869.935739461, -8367842.138977692 4862856.436967268, -8367633.420583278 4862819.419094773, -8367569.836909905 4862810.225244296, -8367522.801822742 4862801.795405135, -8367459.002980049 4862791.970433364, -8367446.654493514 4862860.832301268, -8367437.084563477 4862920.526971328, -8367424.422919129 4862996.166978245, -8367386.655315339 4863218.409606915, -8367473.849575153 4863233.554468185, -8367560.987683637 4863248.916564909, -8367635.096221583 4863260.657813843, -8367666.791362713 4863266.597008178, -8367696.403596045 4863270.892136873, -8367718.82157857 4863275.52523346, -8367770.750861678 4863283.176457979, -8367858.081373978 4863299.441663099, -8367948.543238012 4863313.99247906, -8368039.348137051 4863328.39034857, -8368126.98172949 4863342.837235761, -8368137.979709046 4863279.155177153, -8368165.069123119 4863123.714135111, -8368178.418487159 4863045.085739282, -8368188.134508866 4862981.623219813, -8368198.123266688 4862915.758307402, -8368079.682530866 4862895.308889139))"
14,15,42,101,014900,42101014900,149,Census Tract 149,G5020,S,453221,0,+39.9816503,-075.1804029,10479,"POLYGON ((-8369874.081868723 4863198.85022004, -8369779.562512789 4863183.924538232, -8369746.674723321 4863178.185125001, -8369728.101996412 4863174.817438954, -8369703.415856533 4863170.635605012, -8369611.619181202 4863154.614748814, -8369491.940477678 4863134.860677067, -8369426.913522617 4863122.697477821, -8369364.764462164 4863111.235942314, -8369311.954914782 4863101.968472725, -8369246.285696621 4863092.002577954, -8369179.45839753 4863079.838082424, -8369125.910275072 4863072.330710242, -8369065.452577013 4863061.998040517, -8368986.215006775 4863049.579849491, -8368907.558389094 4863035.981638036, -8368818.626518166 4863019.870220031, -8368730.690942198 4863004.951325632, -8368641.177981581 4862989.544911436, -8368553.147082187 4862975.608861786, -8368375.53697913 4862947.646013412, -8368198.123266688 4862915.758307402, -8368188.134508866 4862981.623219813, -8368178.418487159 4863045.085739282, -8368165.069123119 4863123.714135111, -8368137.979709046 4863279.155177153, -8368126.98172949 4863342.837235761, -8368190.37567257 4863354.559099306, -8368244.201547054 4863364.686501667, -8368303.781561962 4863372.782566448, -8368368.766312596 4863385.540022594, -8368417.60844173 4863392.837220835, -8368442.085460444 4863395.07450908, -8368481.267837181 4863403.435877922, -8368544.319064384 4863412.70301413, -8368595.192626049 4863422.768025485, -8368658.164130218 4863431.828819843, -8368718.741218021 4863442.049494041, -8368774.387674708 4863452.167609461, -8368836.540791923 4863461.871973106, -8368894.591891657 4863472.106334474, -8368940.043113306 4863480.652325575, -8368994.208800411 4863489.228567291, -8369058.396147592 4863499.75754847, -8369106.744195686 4863508.169998026, -8369152.802695881 4863515.352157013, -8369175.379742169 4863519.089058431, -8369195.215547154 4863520.582328825, -8369295.737039825 4863536.99911171, -8369325.666229415 4863542.755825062, -8369408.142019152 4863555.74286862, -8369478.103135922 4863567.603573238, -8369533.336677818 4863576.096900806, -8369709.307278891 4863604.771548712, -8369803.491427225 4863621.461717814, -8369893.803068777 4863637.243476487, -8369912.727640851 4863527.77476115, -8369931.099769591 4863418.653985064, -8369950.007267717 4863311.00385451, -8369963.692590741 4863213.119968454, -8369874.081868723 4863198.85022004))"
15,16,42,101,015200,42101015200,152,Census Tract 152,G5020,S,669101,0,+39.9854546,-075.1700491,10482,"POLYGON ((-8368137.902742382 4864487.770650784, -8368148.432941386 4864489.831071279, -8368242.971417557 4864506.467047488, -8368296.244757837 4864514.939395057, -8368305.506689239 4864464.135217309, -8368353.083369628 4864434.447148289, -8368359.967393364 4864430.593370569, -8368386.744669346 4864413.050669122, -8368508.223024137 4864333.462275865, -8368532.497756625 4864318.002337683, -8368334.395970551 4864284.256450532, -8368359.094609295 4864136.16057299, -8368371.906904558 4864058.185894341, -8368408.890477417 4863837.686591052, -8368420.191231493 4863773.826816691, -8368445.910493883 4863621.778125124, -8368448.240222407 4863612.402680929, -8368477.815190614 4863431.699239661, -8368481.267837181 4863403.435877922, -8368442.085460444 4863395.07450908, -8368417.60844173 4863392.837220835, -8368368.766312596 4863385.540022594, -8368303.781561962 4863372.782566448, -8368244.201547054 4863364.686501667, -8368190.37567257 4863354.559099306, -8368126.98172949 4863342.837235761, -8368039.348137051 4863328.39034857, -8367948.543238012 4863313.99247906, -8367858.081373978 4863299.441663099, -8367770.750861678 4863283.176457979, -8367718.82157857 4863275.52523346, -8367696.403596045 4863270.892136873, -8367666.791362713 4863266.597008178, -8367635.096221583 4863260.657813843, -8367560.987683637 4863248.916564909, -8367473.849575153 4863233.554468185, -8367386.655315339 4863218.409606915, -8367376.978000855 4863276.171044591, -8367372.2859282 4863305.181137579, -8367369.71596559 4863320.405531331, -8367350.749608755 4863435.403050316, -8367341.313443625 4863492.303894003, -8367313.765801592 4863653.524797832, -8367303.560527117 4863718.430616522, -8367292.479903848 4863780.651790295, -8367276.104764807 4863874.437553116, -8367239.017273778 4864099.844613573, -8367327.186919147 4864115.857875502, -8367414.708864059 4864129.332242338, -8367486.675134403 4864141.60186334, -8367550.595464573 4864151.250906119, -8367622.89683447 4864163.929576561, -8367711.381402778 4864179.250030132, -8367801.108202471 4864194.002530763, -8367793.064759787 4864250.086528079, -8367763.222795331 4864425.185752253, -8367826.384044086 4864436.765720804, -8367916.916459961 4864452.508164703, -8368018.902059049 4864469.318121323, -8368060.646879029 4864476.292314949, -8368080.62214202 4864479.536184774, -8368091.037191228 4864480.941733356, -8368124.417208012 4864485.791155266, -8368137.902742382 4864487.770650784))"
16,17,42,101,015300,42101015300,153,Census Tract 153,G5020,S,469136,0,+39.9837644,-075.1608849,10483,"POLYGON ((-8367175.750757274 4864090.053743497, -8367239.017273778 4864099.844613573, -8367276.104764807 4863874.437553116, -8367292.479903848 4863780.651790295, -8367303.560527117 4863718.430616522, -8367313.765801592 4863653.524797832, -8367341.313443625 4863492.303894003, -8367350.749608755 4863435.403050316, -8367369.71596559 4863320.405531331, -8367372.2859282 4863305.181137579, -8367376.978000855 4863276.171044591, -8367386.655315339 4863218.409606915, -8367299.075395091 4863204.019441069, -8367211.257149332 4863188.492904099, -8367124.52294622 4863174.50541416, -8367035.849200291 4863159.293022902, -8366949.189967273 4863143.749723653, -8366862.039764749 4863129.820351794, -8366773.696611146 4863114.786707831, -8366686.222573858 4863100.930032525, -8366628.187161578 4863090.847958975, -8366504.043372252 4863070.101735109, -8366467.605891717 4863283.749680754, -8366429.791136608 4863505.468882452, -8366396.187296548 4863720.351441543, -8366358.605118558 4863950.573764865, -8366451.615833011 4863967.297296979, -8366459.151987254 4863968.717564629, -8366539.428604243 4863980.865432182, -8366626.097578686 4863997.014490995, -8366673.711100126 4864005.48840936, -8366714.50029218 4864011.966322084, -8366776.003581467 4864022.537233035, -8366827.534791254 4864031.485798691, -8366888.054155313 4864041.229029559, -8366951.039853799 4864051.035324, -8367002.046850885 4864060.834302405, -8367063.91653592 4864070.946747309, -8367126.874688296 4864081.064906741, -8367151.786827237 4864085.118981668, -8367175.750757274 4864090.053743497))"
17,18,42,101,015600,42101015600,156,Census Tract 156,G5020,S,429567,0,+39.9790066,-075.1418910,10484,"POLYGON ((-8364481.137904881 4862505.108201438, -8364447.660263841 4862707.037495738, -8364409.666179335 4862939.420977302, -8364374.35030621 4863156.335028303, -8364339.56834524 4863373.65273138, -8364414.35836165 4863386.295180648, -8364426.29374623 4863388.137131657, -8364476.044334179 4863396.99976122, -8364532.109533526 4863406.163718313, -8364588.006569554 4863415.684048393, -8364638.963695486 4863424.149567288, -8364689.524444917 4863432.759755452, -8364740.999600752 4863441.66018198, -8364793.922542231 4863450.333489613, -8364850.769313073 4863460.144015609, -8364888.026229605 4863466.166146196, -8364921.210954974 4863471.759289098, -8364990.788789523 4863483.716822926, -8365011.015506111 4863487.0034933, -8365042.371425362 4863269.714015865, -8365073.074588669 4863051.865752311, -8365091.345707387 4862925.917410413, -8365104.558451418 4862833.944935131, -8365135.818593316 4862612.086209566, -8365153.124942417 4862489.726919317, -8365165.7595264 4862404.151115637, -8365071.65775706 4862388.480438051, -8364974.778052664 4862372.357574144, -8364918.705827957 4862363.546332357, -8364869.557355632 4862355.663849854, -8364791.480031691 4862342.111231445, -8364766.702526416 4862338.953447938, -8364685.608193181 4862325.226885769, -8364656.617309623 4862320.536803222, -8364592.109856502 4862309.31710085, -8364515.159026239 4862296.404238975, -8364481.137904881 4862505.108201438))"
18,19,42,101,019000,42101019000,190,Census Tract 190,G5020,S,778606,12639,+40.0095015,-075.0986136,10517,"POLYGON ((-8359526.446959958 4867466.205044506, -8359525.111138082 4867472.309307938, -8359523.663875376 4867476.233454376, -8359513.311269998 4867497.889073784, -8359504.962269361 4867513.58579941, -8359495.277465569 4867530.590671662, -8359486.928509415 4867545.996711492, -8359485.147408281 4867549.194202885, -8359474.015468376 4867571.722160367, -8359462.438212311 4867594.831389097, -8359451.862823248 4867615.324513827, -8359439.283683051 4867637.997852557, -8359427.149953279 4867661.398013855, -8359416.018015097 4867683.926167383, -8359404.774644113 4867705.291611627, -8359393.754084231 4867727.965166814, -8359385.405090874 4867744.388992718, -8359378.058017184 4867761.539551656, -8359368.150522947 4867790.172270493, -8359365.033569868 4867803.68936637, -8359362.918531115 4867816.915762549, -8359361.24874678 4867829.270068763, -8359361.137413695 4867832.758257555, -8359360.580851519 4867839.58953081, -8359361.471369575 4867852.52528213, -8359363.252494451 4867864.588904624, -8359366.146882887 4867879.123499752, -8359370.710893654 4867894.675444272, -8359377.612696351 4867914.878562096, -8359386.40695624 4867936.825808423, -8359410.785932994 4867988.423946503, -8359423.921669165 4868017.348170022, -8359436.945991045 4868042.784014638, -8359446.630866158 4868063.423463443, -8359456.983519224 4868079.993227171, -8359459.989164279 4868084.208325616, -8359466.668319912 4868093.510617591, -8359474.572113251 4868104.411779065, -8359476.353143195 4868107.02814762, -8359478.690915341 4868110.080415935, -8359489.37754902 4868122.289746691, -8359499.730312192 4868133.191004693, -8359509.526367258 4868142.493264113, -8359526.224262813 4868157.17363391, -8359544.92595028 4868173.307441148, -8359558.840974404 4868184.354086514, -8359585.891639166 4868204.993808243, -8359612.830947177 4868226.215028183, -8359632.200564557 4868238.715235109, -8359644.77956093 4868247.000149617, -8359657.358785095 4868253.831725944, -8359667.863301746 4868255.218347047, -8359679.733888753 4868262.552772987, -8359690.865940101 4868265.314466879, -8359700.995978886 4868267.349301163, -8359710.903440641 4868268.657485431, -8359726.488121928 4868270.401772826, -8359737.731372587 4868271.41915057, -8359747.082276751 4868271.273801764, -8359759.549999775 4868271.27381563, -8359761.665084871 4868271.41921822, -8359764.448126009 4868271.419229933, -8359764.587389129 4868266.561687744, -8359764.559381534 4868261.535262438, -8359766.225164236 4868152.998868963, -8359798.364039795 4867941.800896652, -8359808.042290743 4867880.140783828, -8359909.108873395 4867900.706162713, -8360024.47365297 4867917.660425455, -8360105.337846537 4867932.388037501, -8360184.039697913 4867947.775384834, -8360267.470322947 4867960.535204559, -8360301.478421384 4867741.289910259, -8360340.857945361 4867511.571548418, -8360378.102725263 4867280.954184539, -8360409.565241542 4867065.515800802, -8360444.239551519 4866845.016216017, -8360458.08373594 4866757.701268258, -8360486.863268455 4866587.469665107, -8360494.985234784 4866535.563076662, -8360504.478018365 4866472.177008031, -8360516.664440488 4866399.160573492, -8360295.590971506 4866359.714781882, -8360149.42138154 4866463.753971787, -8360023.090194465 4866554.435318501, -8359869.117132607 4866662.974790244, -8359745.25603925 4866751.792707522, -8359687.416732918 4866794.019339107, -8359520.74633155 4866914.09732978, -8359437.755474343 4866974.920883801, -8359380.790674753 4867015.581310678, -8359276.636070902 4867089.923672191, -8359268.16455909 4867095.970228436, -8359258.50503699 4867102.864801647, -8359263.287609553 4867114.78004492, -8359277.425081656 4867132.220129008, -8359326.405750101 4867171.605926039, -8359436.945959263 4867260.84225282, -8359491.826596988 4867293.252393369, -8359500.954799017 4867302.408542341, -8359507.96788792 4867316.36092712, -8359519.433773776 4867343.393801573, -8359523.218716903 4867364.177054105, -8359536.799608218 4867394.407521212, -8359537.467557478 4867409.958726856, -8359541.697726192 4867423.475203507, -8359539.248687475 4867439.026504164, -8359533.348680425 4867454.287154916, -8359526.446959958 4867466.205044506))"
19,20,42,101,019100,42101019100,191,Census Tract 191,G5020,S,1439101,20770,+40.0095510,-075.1071820,10518,"POLYGON ((-8360890.111121068 4868374.619137087, -8360899.573320456 4868368.078264638, -8360899.684593771 4868368.078334508, -8360979.689539707 4868340.379542937, -8361098.628712978 4868310.661694354, -8361358.600623974 4868249.624354682, -8361373.901585755 4868148.122564752, -8361408.92683899 4867929.202394428, -8361447.868628624 4867699.97883747, -8361485.137739663 4867468.07560122, -8361521.354567267 4867252.674157177, -8361594.936013167 4866805.006201521, -8361621.702985604 4866640.274133771, -8361651.014384805 4866460.956935609, -8361192.136085897 4866383.537612127, -8361209.050350218 4866275.330463878, -8360778.720209192 4866202.23846493, -8360561.379410543 4866165.342320621, -8360448.051420303 4866248.238792094, -8360437.341913364 4866256.069540008, -8360295.590971506 4866359.714781882, -8360516.664440488 4866399.160573492, -8360504.478018365 4866472.177008031, -8360494.985234784 4866535.563076662, -8360486.863268455 4866587.469665107, -8360458.08373594 4866757.701268258, -8360444.239551519 4866845.016216017, -8360409.565241542 4867065.515800802, -8360378.102725263 4867280.954184539, -8360340.857945361 4867511.571548418, -8360301.478421384 4867741.289910259, -8360267.470322947 4867960.535204559, -8360184.039697913 4867947.775384834, -8360105.337846537 4867932.388037501, -8360024.47365297 4867917.660425455, -8359909.108873395 4867900.706162713, -8359808.042290743 4867880.140783828, -8359798.364039795 4867941.800896652, -8359766.225164236 4868152.998868963, -8359764.559381534 4868261.535262438, -8359764.587389129 4868266.561687744, -8359764.448126009 4868271.419229933, -8359776.248027678 4868271.564486068, -8359776.136644378 4868278.977509178, -8359806.860826743 4868279.558844942, -8359812.872138424 4868279.994901312, -8359818.994635832 4868280.721648808, -8359831.128564869 4868283.192668604, -8359837.028379626 4868284.791475727, -8359842.817045121 4868286.826451854, -8359848.271717459 4868288.570689625, -8359853.503752909 4868290.605635744, -8359858.624473095 4868292.785869694, -8359863.633829407 4868295.256894561, -8359868.643232889 4868298.018534535, -8359882.89213833 4868307.175625895, -8359892.242882837 4868312.408297122, -8359901.371171275 4868316.914326953, -8359906.046596488 4868318.949229351, -8359910.944617293 4868320.838788984, -8359920.629429657 4868324.036589215, -8359933.431091626 4868327.379567132, -8359939.998942574 4868328.687805715, -8359953.245970383 4868330.722726138, -8359959.925186028 4868331.304166052, -8359966.715722622 4868331.740178604, -8359973.283575273 4868331.740162005, -8359980.074063966 4868331.449425842, -8359986.753184254 4868331.013490001, -8359994.211666192 4868329.995974599, -8360000.222916302 4868328.978439545, -8360002.894517957 4868328.687812327, -8360002.671931962 4868324.763346667, -8360030.056497356 4868320.112012239, -8360038.96203697 4868331.01340686, -8360047.533637459 4868328.687771889, -8360057.329771429 4868325.48999234, -8360071.91262548 4868321.129411654, -8360087.163377317 4868314.443318031, -8360122.229020524 4868301.652319436, -8360141.59871583 4868297.291689752, -8360160.63436632 4868293.657910182, -8360177.332234358 4868291.768341715, -8360199.373552255 4868290.169502624, -8360224.420429825 4868289.152010874, -8360255.367159043 4868289.297414854, -8360273.289640843 4868289.006738598, -8360297.112059696 4868290.605569739, -8360314.477891532 4868288.861350258, -8360328.281548354 4868286.390367714, -8360342.196491771 4868282.320472029, -8360360.007522969 4868279.558872023, -8360372.586671012 4868277.378509839, -8360386.278992615 4868277.087832518, -8360403.533539447 4868280.430907277, -8360413.774872054 4868281.884503816, -8360421.455890993 4868281.593816263, -8360438.265132132 4868284.791542953, -8360488.136391235 4868291.768381003, -8360514.6303599 4868294.384671937, -8360545.688490884 4868297.291716221, -8360573.963700368 4868303.105823155, -8360595.114474463 4868304.995364233, -8360606.24633777 4868301.797681073, -8360622.944240639 4868300.489501388, -8360639.085606924 4868297.00098385, -8360641.868647471 4868297.001007879, -8360646.432732902 4868298.163890304, -8360649.772246616 4868301.216195953, -8360651.998717872 4868303.832562432, -8360655.449605288 4868308.774532423, -8360660.57027181 4868313.135072736, -8360667.138100915 4868315.460693085, -8360675.93244082 4868317.931722583, -8360689.179379417 4868319.675939512, -8360697.417088373 4868320.984118355, -8360709.773572232 4868322.728376899, -8360720.682892639 4868323.018980992, -8360735.710946772 4868326.943468376, -8360742.390161005 4868328.251763848, -8360747.399546629 4868326.798173859, -8360748.401411169 4868323.164365832, -8360751.741046711 4868318.513170981, -8360756.416346658 4868317.640979176, -8360763.874790167 4868319.966596075, -8360772.001203141 4868324.472590678, -8360781.240704001 4868331.740219668, -8360788.365120799 4868339.443765651, -8360790.368801024 4868342.786958605, -8360793.263118381 4868346.566069726, -8360802.057368864 4868354.705909486, -8360811.630926269 4868362.990974659, -8360818.310095715 4868367.206175162, -8360824.321316859 4868369.095741198, -8360840.239978117 4868371.566790479, -8360853.709676677 4868370.839973737, -8360858.941737183 4868370.69469964, -8360863.951083712 4868372.002885955, -8360871.854763574 4868375.927307206, -8360880.20368789 4868381.741478894, -8360890.111121068 4868374.619137087))"
20,21,42,101,019200,42101019200,192,Census Tract 192,G5020,S,656913,0,+40.0006393,-075.1150648,10519,"POLYGON ((-8360939.302588955 4865894.565409756, -8360811.271582277 4865990.489912259, -8360698.129003867 4866070.589640765, -8360561.379410543 4866165.342320621, -8360778.720209192 4866202.23846493, -8361209.050350218 4866275.330463878, -8361192.136085897 4866383.537612127, -8361651.014384805 4866460.956935609, -8361653.751245285 4866444.121010456, -8361670.363263831 4866352.163298235, -8361880.632206237 4866388.424739867, -8361885.170543982 4866389.383899796, -8361897.000876914 4866314.699083555, -8361909.232343398 4866245.08880785, -8361920.938170379 4866179.635614342, -8361981.744073791 4866189.256722972, -8362032.467954411 4866197.834920485, -8362080.699351088 4866207.609537687, -8362136.067567135 4866216.514774113, -8362191.044570537 4866224.797298668, -8362244.046152923 4866234.727211462, -8362352.177922745 4866252.255106551, -8362425.172121808 4866264.309045868, -8362496.077714494 4866276.408178785, -8362566.754415339 4866289.097706583, -8362693.798172713 4866310.613567162, -8362742.653357774 4866318.903715448, -8362798.926710532 4866328.916611404, -8362811.474209732 4866326.480237624, -8362847.186855733 4866106.967232774, -8362857.555174535 4866050.670389749, -8362871.7154175 4865960.643566624, -8362883.554195452 4865889.594164186, -8362765.738103428 4865870.026756527, -8362639.813044431 4865848.739296625, -8362531.456425724 4865830.392998564, -8362477.845953119 4865821.459819308, -8362424.32422931 4865812.443898375, -8362369.120429859 4865802.677685156, -8362315.715221422 4865794.659494967, -8362262.529492218 4865786.288433659, -8362208.449680777 4865776.868144901, -8362113.593621545 4865760.364885861, -8362054.04542295 4865750.501472498, -8361992.55369152 4865740.367270383, -8361775.695721379 4865703.460265223, -8361592.51298838 4865671.218449556, -8361532.72984547 4865661.823695415, -8361476.40165878 4865654.00191615, -8361427.959913894 4865645.465971962, -8361412.806578867 4865641.244874279, -8361377.667070081 4865637.076541786, -8361316.661944141 4865624.111037648, -8361253.865495023 4865671.108802474, -8361190.308726639 4865716.409081992, -8361128.699082922 4865761.243256951, -8361065.13698053 4865803.029010843, -8361000.664257472 4865850.254085124, -8360939.302588955 4865894.565409756))"
